Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Margen
2024-05-11,Monitor,Accessories,North,1,$952,$157.70,16.57%
2024-05-11,Mouse,Accessories,East,9,$738,$64.42,8.73%
2024-05-10,Headphones,Accessories,South,4,"$4,664",$294.05,6.30%
2024-05-10,Smartwatch,Electronics,East,4,"$4,168",$494.48,11.86%
2024-05-10,Smartwatch,Electronics,South,6,"$3,402",$857.61,25.21%
2024-05-10,Laptop,Electronics,North,1,"$1,054",$288.15,27.34%
2024-05-09,Mouse,Accessories,South,8,"$3,568",$334.13,9.36%
2024-05-09,Monitor,Accessories,North,6,"$1,704",$199.94,11.73%
2024-05-09,Smartwatch,Electronics,South,2,"$1,306",$228.41,17.49%
2024-05-08,Camera,Electronics,West,5,"$4,435",$954.12,21.51%
2024-05-08,Tablet,Electronics,South,4,"$1,324",$127.07,9.60%
2024-05-08,Smartphone,Electronics,East,6,$882,$184.48,20.92%
2024-05-07,Laptop,Electronics,West,7,"$7,280","$1,450.82",19.93%
2024-05-07,Smartphone,Electronics,West,6,"$5,532",$552.74,9.99%
2024-05-07,Smartphone,Electronics,West,5,"$2,985",$698.22,23.39%
2024-05-07,Laptop,Electronics,West,1,$770,$121.75,15.81%
2024-05-07,Smartphone,Electronics,East,1,$63,$11.91,18.90%
2024-05-06,Headphones,Accessories,South,4,"$4,532",$987.32,21.79%
2024-05-06,Camera,Electronics,North,5,"$1,030",$64.81,6.29%
2024-05-06,Laptop,Electronics,North,1,$632,$89.14,14.10%
2024-05-05,Camera,Electronics,North,8,"$6,928","$1,415.16",20.43%
2024-05-05,Smartwatch,Electronics,East,6,"$3,372",$934.42,27.71%
2024-05-05,Printer,Office,South,3,"$2,019",$265.44,13.15%
2024-05-05,Camera,Electronics,North,1,$276,$42.68,15.46%
2024-05-04,Keyboard,Accessories,West,4,"$4,312",$388.48,9.01%
2024-05-04,Tablet,Electronics,West,3,"$2,682",$584.69,21.80%
2024-05-04,Printer,Office,West,4,"$1,792",$417.99,23.33%
2024-05-04,Laptop,Electronics,North,2,"$1,382",$211.11,15.28%
2024-05-04,Mouse,Accessories,South,2,$906,$59.06,6.52%
2024-05-04,Smartphone,Electronics,West,5,$790,$216.12,27.36%
2024-05-03,Headphones,Accessories,East,8,"$5,880",$436.85,7.43%
2024-05-03,Headphones,Accessories,North,3,"$3,291",$274.10,8.33%
2024-05-03,Keyboard,Accessories,South,4,"$3,024",$678.26,22.43%
2024-05-03,Printer,Office,West,4,$500,$85.96,17.19%
2024-05-02,Monitor,Accessories,North,6,"$3,954",$676.82,17.12%
2024-05-02,Monitor,Accessories,South,5,"$3,490",$205.04,5.88%
2024-05-02,Headphones,Accessories,East,5,"$1,775",$234.67,13.22%
2024-05-02,Monitor,Accessories,West,5,"$1,245",$345.84,27.78%
2024-05-02,Smartphone,Electronics,North,1,$225,$51.07,22.70%
2024-05-01,Monitor,Accessories,East,8,"$8,824",$597.10,6.77%
2024-05-01,Laptop,Electronics,North,1,"$1,123",$318.09,28.33%
2024-04-30,Mouse,Accessories,North,9,"$4,005",$652.15,16.28%
2024-04-30,Smartphone,Electronics,North,2,$892,$222.51,24.95%
2024-04-29,Headphones,Accessories,East,6,"$6,024","$1,706.41",28.33%
2024-04-29,Keyboard,Accessories,West,7,"$5,775",$680.60,11.79%
2024-04-29,Laptop,Electronics,West,6,"$2,520",$182.59,7.25%
2024-04-29,Headphones,Accessories,South,2,"$2,244",$353.83,15.77%
2024-04-29,Printer,Office,North,6,"$1,938",$146.73,7.57%
2024-04-29,Keyboard,Accessories,North,2,$310,$70.66,22.79%
2024-04-28,Tablet,Electronics,East,9,"$9,972","$1,868.64",18.74%
2024-04-28,Keyboard,Accessories,North,9,"$6,696",$407.36,6.08%
2024-04-28,Smartphone,Electronics,South,4,"$4,380",$362.81,8.28%
2024-04-28,Smartphone,Electronics,South,3,"$2,409",$531.79,22.08%
2024-04-28,Laptop,Electronics,North,7,"$1,981",$404.30,20.41%
2024-04-28,Smartwatch,Electronics,North,1,"$1,169",$340.69,29.14%
2024-04-28,Headphones,Accessories,North,8,"$1,080",$210.69,19.51%
2024-04-28,Laptop,Electronics,South,1,$636,$169.24,26.61%
2024-04-27,Mouse,Accessories,North,5,"$2,505",$303.61,12.12%
2024-04-27,Tablet,Electronics,South,5,"$1,765",$347.42,19.68%
2024-04-27,Smartphone,Electronics,South,1,$668,$99.40,14.88%
2024-04-27,Mouse,Accessories,South,1,$504,$143.12,28.40%
2024-04-26,Smartphone,Electronics,South,7,"$5,229","$1,058.26",20.24%
2024-04-26,Tablet,Electronics,North,3,"$2,379",$523.00,21.98%
2024-04-26,Tablet,Electronics,East,7,"$1,582",$208.42,13.17%
2024-04-26,Printer,Office,West,6,$990,$102.83,10.39%
2024-04-26,Monitor,Accessories,North,2,$488,$129.02,26.44%
2024-04-25,Smartphone,Electronics,West,7,"$7,994",$908.65,11.37%
2024-04-25,Camera,Electronics,North,8,"$4,080","$1,079.49",26.46%
2024-04-24,Headphones,Accessories,North,7,"$7,217","$1,481.70",20.53%
2024-04-24,Printer,Office,North,2,$944,$94.40,10.00%
2024-04-24,Monitor,Accessories,East,5,$940,$266.02,28.30%
2024-04-23,Camera,Electronics,West,8,"$3,752",$537.98,14.34%
2024-04-22,Monitor,Accessories,South,6,"$4,038",$364.11,9.02%
2024-04-22,Monitor,Accessories,South,7,"$1,547",$152.59,9.86%
2024-04-22,Smartphone,Electronics,West,6,$648,$162.30,25.05%
2024-04-21,Smartphone,Electronics,South,9,"$10,314","$2,729.60",26.46%
2024-04-21,Smartphone,Electronics,South,6,"$7,110",$739.60,10.40%
2024-04-21,Monitor,Accessories,South,3,"$3,051",$662.23,21.71%
2024-04-20,Mouse,Accessories,West,9,"$9,918","$1,956.17",19.72%
2024-04-20,Tablet,Electronics,East,8,"$3,976","$1,170.36",29.44%
2024-04-20,Camera,Electronics,East,5,"$3,005",$389.93,12.98%
2024-04-20,Smartwatch,Electronics,North,6,"$1,524",$178.36,11.70%
2024-04-20,Camera,Electronics,South,1,$998,$196.17,19.66%
2024-04-19,Printer,Office,East,2,"$2,190",$477.80,21.82%
2024-04-18,Smartphone,Electronics,East,2,"$2,110",$548.12,25.98%
2024-04-18,Headphones,Accessories,North,3,"$1,698",$304.91,17.96%
2024-04-18,Printer,Office,South,1,$445,$29.57,6.64%
2024-04-17,Keyboard,Accessories,East,9,"$2,745",$660.56,24.06%
2024-04-17,Monitor,Accessories,West,3,"$2,565",$510.73,19.91%
2024-04-17,Smartwatch,Electronics,East,6,"$2,124",$126.03,5.93%
2024-04-17,Printer,Office,East,4,"$1,336",$116.65,8.73%
2024-04-17,Tablet,Electronics,West,3,"$1,248",$348.19,27.90%
2024-04-17,Smartwatch,Electronics,East,8,$472,$116.36,24.65%
2024-04-16,Keyboard,Accessories,South,8,"$7,056",$538.48,7.63%
2024-04-16,Mouse,Accessories,East,2,"$1,428",$234.49,16.42%
2024-04-16,Laptop,Electronics,North,1,$330,$53.42,16.19%
2024-04-15,Camera,Electronics,West,7,"$4,690",$319.42,6.81%
2024-04-15,Monitor,Accessories,East,4,"$1,928",$232.48,12.06%
2024-04-15,Mouse,Accessories,East,5,"$1,745",$449.64,25.77%
2024-04-15,Smartphone,Electronics,East,5,$750,$207.77,27.70%
2024-04-14,Smartphone,Electronics,West,9,"$9,162","$1,625.62",17.74%
2024-04-14,Headphones,Accessories,East,4,"$1,716",$364.96,21.27%
2024-04-13,Camera,Electronics,West,6,"$5,706",$319.46,5.60%
2024-04-13,Printer,Office,South,3,"$1,086",$188.65,17.37%
2024-04-12,Smartphone,Electronics,West,5,"$4,555",$776.65,17.05%
2024-04-12,Keyboard,Accessories,East,8,"$3,488",$712.24,20.42%
2024-04-12,Tablet,Electronics,North,4,"$3,032",$347.20,11.45%
2024-04-12,Headphones,Accessories,East,2,"$1,198",$134.39,11.22%
2024-04-12,Tablet,Electronics,North,5,$280,$23.98,8.56%
2024-04-12,Monitor,Accessories,South,1,$213,$42.94,20.16%
2024-04-11,Monitor,Accessories,North,9,"$5,562","$1,258.12",22.62%
2024-04-11,Smartwatch,Electronics,West,4,"$4,284",$848.44,19.80%
2024-04-11,Monitor,Accessories,South,4,"$1,064",$274.47,25.80%
2024-04-11,Mouse,Accessories,South,3,"$1,056",$70.54,6.68%
2024-04-10,Keyboard,Accessories,West,7,"$1,134",$179.74,15.85%
2024-04-09,Headphones,Accessories,East,7,"$6,335","$1,137.08",17.95%
2024-04-09,Smartwatch,Electronics,West,9,"$3,231",$670.85,20.76%
2024-04-09,Smartphone,Electronics,West,7,"$1,652",$397.49,24.06%
2024-04-09,Keyboard,Accessories,South,3,"$1,560",$391.11,25.07%
2024-04-08,Laptop,Electronics,North,7,"$6,279","$1,689.55",26.91%
2024-04-08,Tablet,Electronics,West,4,"$1,500",$127.81,8.52%
2024-04-07,Smartphone,Electronics,South,4,"$2,380",$594.86,24.99%
2024-04-07,Printer,Office,East,3,"$1,635",$196.73,12.03%
2024-04-07,Laptop,Electronics,North,7,"$1,344",$300.88,22.39%
2024-04-06,Camera,Electronics,East,4,"$4,192",$216.16,5.16%
2024-04-06,Headphones,Accessories,East,3,"$2,244",$301.53,13.44%
2024-04-06,Monitor,Accessories,West,3,"$2,211",$292.31,13.22%
2024-04-06,Laptop,Electronics,South,6,"$1,500",$183.31,12.22%
2024-04-05,Printer,Office,West,2,"$2,276",$366.50,16.10%
2024-04-05,Smartwatch,Electronics,East,6,$930,$68.24,7.34%
2024-04-05,Tablet,Electronics,North,2,$328,$39.51,12.05%
2024-04-04,Monitor,Accessories,North,9,"$7,596","$1,454.15",19.14%
2024-04-04,Tablet,Electronics,East,3,"$3,582",$501.47,14.00%
2024-04-04,Keyboard,Accessories,East,1,$607,$79.78,13.14%
2024-04-03,Smartwatch,Electronics,West,8,"$6,328",$412.76,6.52%
2024-04-03,Camera,Electronics,South,9,"$5,085","$1,372.83",27.00%
2024-04-03,Mouse,Accessories,West,8,"$2,384",$120.28,5.05%
2024-04-03,Monitor,Accessories,West,2,"$1,328",$358.07,26.96%
2024-04-03,Tablet,Electronics,East,2,"$1,026",$279.76,27.27%
2024-04-03,Smartwatch,Electronics,West,3,$735,$134.53,18.30%
2024-04-02,Laptop,Electronics,East,4,"$1,324",$227.20,17.16%
2024-04-02,Printer,Office,East,6,$822,$231.62,28.18%
2024-04-01,Smartphone,Electronics,East,7,"$7,266",$806.79,11.10%
2024-04-01,Laptop,Electronics,East,7,"$4,550",$892.73,19.62%
2024-04-01,Headphones,Accessories,South,5,"$3,445",$202.15,5.87%
2024-04-01,Smartphone,Electronics,West,6,"$3,252",$834.84,25.67%
2024-04-01,Smartphone,Electronics,East,4,"$1,996",$396.63,19.87%
2024-04-01,Tablet,Electronics,West,6,"$1,656",$139.86,8.45%
2024-04-01,Headphones,Accessories,South,2,$272,$24.71,9.08%
2024-03-31,Monitor,Accessories,South,8,"$7,104",$529.35,7.45%
2024-03-31,Laptop,Electronics,East,8,"$6,952",$871.20,12.53%
2024-03-31,Headphones,Accessories,East,8,"$1,296",$374.80,28.92%
2024-03-30,Printer,Office,East,5,"$5,920","$1,679.15",28.36%
2024-03-30,Keyboard,Accessories,North,7,"$5,838",$631.45,10.82%
2024-03-30,Smartphone,Electronics,North,3,"$3,561",$347.31,9.75%
2024-03-30,Keyboard,Accessories,West,3,"$2,331",$419.26,17.99%
2024-03-30,Monitor,Accessories,North,3,$750,$193.86,25.85%
2024-03-29,Smartphone,Electronics,East,7,"$2,947",$809.46,27.47%
2024-03-29,Smartphone,Electronics,North,4,"$2,644",$731.86,27.68%
2024-03-29,Smartwatch,Electronics,North,2,"$2,138",$619.29,28.97%
2024-03-29,Headphones,Accessories,North,6,$546,$79.94,14.64%
2024-03-28,Smartphone,Electronics,East,8,"$9,448",$616.50,6.53%
2024-03-28,Camera,Electronics,North,4,"$4,480",$412.05,9.20%
2024-03-28,Tablet,Electronics,North,5,$895,$180.64,20.18%
2024-03-28,Monitor,Accessories,North,1,$63,$17.29,27.44%
2024-03-26,Mouse,Accessories,West,5,"$5,320",$716.91,13.48%
2024-03-26,Camera,Electronics,West,4,"$4,596",$553.58,12.04%
2024-03-26,Headphones,Accessories,South,7,"$2,387",$463.92,19.44%
2024-03-26,Monitor,Accessories,West,5,"$1,765",$160.89,9.12%
2024-03-26,Camera,Electronics,South,3,$402,$106.87,26.58%
2024-03-26,Smartphone,Electronics,West,1,$328,$46.23,14.09%
2024-03-25,Printer,Office,South,7,"$4,522","$1,137.23",25.15%
2024-03-25,Headphones,Accessories,North,3,"$2,247",$507.79,22.60%
2024-03-24,Tablet,Electronics,North,9,"$7,452","$1,212.51",16.27%
2024-03-24,Smartphone,Electronics,North,6,"$5,100","$1,461.79",28.66%
2024-03-24,Printer,Office,East,8,"$2,320",$668.63,28.82%
2024-03-24,Mouse,Accessories,East,9,"$1,233",$346.90,28.13%
2024-03-24,Smartphone,Electronics,East,3,$435,$129.27,29.72%
2024-03-23,Smartphone,Electronics,West,4,"$2,536",$285.72,11.27%
2024-03-23,Printer,Office,West,2,$724,$72.19,9.97%
2024-03-23,Headphones,Accessories,East,2,$130,$11.10,8.54%
2024-03-22,Keyboard,Accessories,East,8,"$6,032",$870.17,14.43%
2024-03-22,Camera,Electronics,North,4,"$3,792",$997.99,26.32%
2024-03-22,Smartwatch,Electronics,North,7,$945,$124.62,13.19%
2024-03-22,Mouse,Accessories,West,1,$829,$165.05,19.91%
2024-03-22,Tablet,Electronics,East,1,$477,$56.49,11.84%
2024-03-21,Laptop,Electronics,East,6,"$4,380",$419.30,9.57%
2024-03-21,Headphones,Accessories,South,6,"$3,684",$477.02,12.95%
2024-03-21,Smartwatch,Electronics,West,3,$957,$120.27,12.57%
2024-03-21,Headphones,Accessories,West,3,$225,$46.96,20.87%
2024-03-20,Smartphone,Electronics,North,9,"$7,578",$466.87,6.16%
2024-03-20,Tablet,Electronics,West,6,"$5,820","$1,423.67",24.46%
2024-03-20,Printer,Office,South,5,"$4,970","$1,080.12",21.73%
2024-03-20,Mouse,Accessories,North,7,"$3,031",$417.50,13.77%
2024-03-19,Smartphone,Electronics,South,9,"$9,765",$909.99,9.32%
2024-03-19,Smartwatch,Electronics,South,9,"$5,832","$1,007.54",17.28%
2024-03-19,Laptop,Electronics,South,5,"$1,385",$165.55,11.95%
2024-03-17,Headphones,Accessories,East,4,"$3,912",$550.09,14.06%
2024-03-17,Camera,Electronics,West,4,"$1,196",$223.66,18.70%
2024-03-16,Monitor,Accessories,South,8,"$9,416","$2,125.54",22.57%
2024-03-16,Tablet,Electronics,North,7,"$1,897",$524.69,27.66%
2024-03-16,Camera,Electronics,East,1,$907,$249.20,27.48%
2024-03-16,Mouse,Accessories,South,2,$786,$202.87,25.81%
2024-03-16,Monitor,Accessories,West,1,$430,$113.57,26.41%
2024-03-15,Smartwatch,Electronics,South,5,"$1,330",$285.78,21.49%
2024-03-15,Camera,Electronics,West,3,$177,$43.41,24.53%
2024-03-14,Monitor,Accessories,North,4,"$3,648",$768.61,21.07%
2024-03-14,Laptop,Electronics,South,3,"$2,634",$392.21,14.89%
2024-03-14,Camera,Electronics,East,2,$944,$149.38,15.82%
2024-03-14,Keyboard,Accessories,East,8,$832,$214.81,25.82%
2024-03-13,Camera,Electronics,South,2,"$2,248",$636.52,28.31%
2024-03-13,Headphones,Accessories,West,5,"$1,710",$338.10,19.77%
2024-03-13,Headphones,Accessories,North,1,"$1,151",$77.22,6.71%
2024-03-12,Tablet,Electronics,East,7,"$4,921",$798.16,16.22%
2024-03-12,Keyboard,Accessories,East,7,"$4,417",$562.79,12.74%
2024-03-12,Headphones,Accessories,South,2,"$1,504",$108.52,7.22%
2024-03-12,Laptop,Electronics,West,9,"$1,062",$73.58,6.93%
2024-03-11,Headphones,Accessories,West,1,$882,$215.24,24.40%
2024-03-11,Keyboard,Accessories,West,7,$532,$121.03,22.75%
2024-03-10,Camera,Electronics,South,8,"$4,400",$351.82,8.00%
2024-03-10,Printer,Office,West,1,$245,$14.50,5.92%
2024-03-09,Printer,Office,West,8,"$9,280","$1,596.88",17.21%
2024-03-09,Laptop,Electronics,East,8,"$8,032",$466.19,5.80%
2024-03-09,Smartphone,Electronics,East,3,$633,$163.03,25.76%
2024-03-08,Printer,Office,West,9,"$7,281","$1,358.17",18.65%
2024-03-08,Keyboard,Accessories,North,9,"$5,823",$478.22,8.21%
2024-03-08,Smartwatch,Electronics,South,4,"$2,052",$181.64,8.85%
2024-03-08,Laptop,Electronics,South,7,$469,$47.40,10.11%
2024-03-08,Laptop,Electronics,North,1,$126,$26.62,21.13%
2024-03-08,Tablet,Electronics,West,1,$105,$25.26,24.06%
2024-03-07,Printer,Office,East,7,"$8,379","$2,009.05",23.98%
2024-03-07,Monitor,Accessories,East,4,"$1,632",$247.88,15.19%
2024-03-07,Smartwatch,Electronics,West,2,"$1,428",$398.24,27.89%
2024-03-07,Mouse,Accessories,East,1,$357,$79.86,22.37%
2024-03-07,Keyboard,Accessories,East,3,$330,$81.86,24.81%
2024-03-07,Monitor,Accessories,North,1,$104,$26.86,25.83%
2024-03-06,Keyboard,Accessories,West,6,"$5,154",$779.43,15.12%
2024-03-06,Monitor,Accessories,North,9,"$3,096",$362.89,11.72%
2024-03-06,Smartphone,Electronics,South,4,"$2,648",$707.32,26.71%
2024-03-05,Mouse,Accessories,North,7,"$5,712",$651.27,11.40%
2024-03-05,Laptop,Electronics,East,7,"$4,704",$513.14,10.91%
2024-03-05,Monitor,Accessories,East,3,"$1,464",$264.67,18.08%
2024-03-05,Camera,Electronics,South,1,$219,$32.67,14.92%
2024-03-04,Smartphone,Electronics,West,9,"$10,458","$1,835.21",17.55%
2024-03-04,Tablet,Electronics,South,9,"$9,324","$1,223.90",13.13%
2024-03-04,Camera,Electronics,West,9,"$7,974","$1,965.96",24.65%
2024-03-04,Smartwatch,Electronics,East,5,"$4,610","$1,293.37",28.06%
2024-03-04,Smartwatch,Electronics,North,2,"$2,302",$305.07,13.25%
2024-03-04,Mouse,Accessories,West,6,"$1,254",$205.57,16.39%
2024-03-04,Camera,Electronics,West,1,$972,$261.91,26.95%
2024-03-04,Monitor,Accessories,East,3,$483,$120.11,24.87%
2024-03-04,Camera,Electronics,North,3,$204,$20.43,10.01%
2024-03-03,Smartphone,Electronics,West,9,"$5,553",$329.79,5.94%
2024-03-03,Camera,Electronics,East,2,$810,$229.33,28.31%
2024-03-03,Keyboard,Accessories,North,2,$630,$161.04,25.56%
2024-03-02,Printer,Office,North,7,"$4,676",$520.38,11.13%
2024-03-02,Monitor,Accessories,East,7,"$2,240",$622.29,27.78%
2024-03-02,Keyboard,Accessories,East,2,"$1,640",$176.87,10.78%
2024-03-02,Laptop,Electronics,South,2,$668,$90.67,13.57%
2024-03-01,Keyboard,Accessories,North,8,"$6,360","$1,871.88",29.43%
2024-03-01,Tablet,Electronics,South,5,"$2,270",$546.56,24.08%
2024-03-01,Smartwatch,Electronics,South,1,$814,$197.91,24.31%
2024-02-29,Printer,Office,South,3,"$3,402",$442.67,13.01%
2024-02-29,Tablet,Electronics,East,7,"$1,981",$311.44,15.72%
2024-02-29,Laptop,Electronics,North,8,"$1,544",$281.22,18.21%
2024-02-29,Smartwatch,Electronics,South,6,"$1,290",$343.35,26.62%
2024-02-29,Monitor,Accessories,South,1,$975,$125.85,12.91%
2024-02-29,Smartphone,Electronics,West,6,$456,$69.15,15.16%
2024-02-28,Smartwatch,Electronics,West,4,"$1,872",$418.05,22.33%
2024-02-27,Monitor,Accessories,East,2,"$2,248",$473.21,21.05%
2024-02-26,Tablet,Electronics,East,3,"$2,637",$468.60,17.77%
2024-02-26,Keyboard,Accessories,East,5,"$1,250",$120.74,9.66%
2024-02-25,Mouse,Accessories,West,5,"$3,695",$463.57,12.55%
2024-02-25,Mouse,Accessories,West,3,"$3,480",$560.39,16.10%
2024-02-25,Tablet,Electronics,North,2,"$1,458",$154.79,10.62%
2024-02-24,Printer,Office,West,7,"$6,097",$567.32,9.30%
2024-02-23,Headphones,Accessories,West,6,"$5,682","$1,365.87",24.04%
2024-02-23,Headphones,Accessories,East,2,"$1,262",$190.02,15.06%
2024-02-22,Smartphone,Electronics,North,5,"$1,785",$134.95,7.56%
2024-02-22,Keyboard,Accessories,South,1,$725,$81.96,11.30%
2024-02-21,Smartphone,Electronics,East,4,"$4,736","$1,026.24",21.67%
2024-02-21,Laptop,Electronics,West,5,"$2,670",$155.89,5.84%
2024-02-21,Laptop,Electronics,South,6,"$1,884",$190.58,10.12%
2024-02-20,Smartphone,Electronics,West,9,"$6,813",$890.05,13.06%
2024-02-20,Tablet,Electronics,West,3,$627,$103.98,16.58%
2024-02-20,Tablet,Electronics,East,1,$620,$165.43,26.68%
2024-02-19,Laptop,Electronics,East,3,"$3,021",$763.99,25.29%
2024-02-19,Keyboard,Accessories,South,3,"$2,070",$163.23,7.89%
2024-02-18,Monitor,Accessories,South,9,"$7,650","$2,204.44",28.82%
2024-02-18,Monitor,Accessories,East,4,"$4,024",$787.06,19.56%
2024-02-18,Monitor,Accessories,North,1,$199,$48.92,24.58%
2024-02-17,Smartphone,Electronics,North,7,"$3,612",$529.57,14.66%
2024-02-17,Laptop,Electronics,West,2,"$1,486",$233.70,15.73%
2024-02-17,Laptop,Electronics,South,1,$454,$58.40,12.86%
2024-02-16,Smartphone,Electronics,East,6,"$4,056",$452.14,11.15%
2024-02-16,Tablet,Electronics,West,1,$381,$63.18,16.58%
2024-02-14,Camera,Electronics,West,8,"$9,232",$880.52,9.54%
2024-02-14,Mouse,Accessories,West,2,"$1,148",$173.89,15.15%
2024-02-14,Printer,Office,West,5,"$1,060",$217.96,20.56%
2024-02-14,Headphones,Accessories,East,3,$384,$45.99,11.98%
2024-02-13,Smartwatch,Electronics,East,5,"$4,315","$1,019.91",23.64%
2024-02-13,Headphones,Accessories,North,7,"$3,766",$914.49,24.28%
2024-02-13,Laptop,Electronics,South,5,"$2,000",$232.41,11.62%
2024-02-12,Mouse,Accessories,South,8,"$8,664","$2,349.68",27.12%
2024-02-11,Mouse,Accessories,East,6,"$4,098","$1,174.46",28.66%
2024-02-11,Smartphone,Electronics,South,6,"$3,366",$541.86,16.10%
2024-02-10,Headphones,Accessories,West,2,"$1,224",$340.67,27.83%
2024-02-10,Mouse,Accessories,East,1,$109,$10.35,9.50%
2024-02-09,Headphones,Accessories,West,5,"$5,320",$882.84,16.59%
2024-02-09,Monitor,Accessories,North,1,$404,$84.40,20.89%
2024-02-08,Monitor,Accessories,North,3,$456,$61.42,13.47%
2024-02-07,Smartphone,Electronics,North,5,"$2,060",$403.19,19.57%
2024-02-07,Smartphone,Electronics,West,2,$214,$14.08,6.58%
2024-02-06,Mouse,Accessories,West,9,"$2,736",$407.22,14.88%
2024-02-06,Smartwatch,Electronics,East,6,$912,$256.58,28.13%
2024-02-05,Smartphone,Electronics,West,2,$582,$76.45,13.14%
2024-02-04,Headphones,Accessories,South,6,"$2,958",$577.27,19.52%
2024-02-04,Mouse,Accessories,South,6,"$1,308",$343.61,26.27%
2024-02-04,Smartphone,Electronics,North,2,"$1,102",$182.54,16.56%
2024-02-04,Camera,Electronics,East,8,$688,$131.26,19.08%
2024-02-03,Headphones,Accessories,West,9,"$7,695","$1,749.26",22.73%
2024-02-03,Smartphone,Electronics,West,5,"$4,205",$585.29,13.92%
2024-02-03,Camera,Electronics,East,2,$254,$20.48,8.06%
2024-02-02,Headphones,Accessories,West,2,"$2,288",$234.97,10.27%
2024-02-02,Laptop,Electronics,North,6,"$2,196",$572.17,26.06%
2024-02-01,Mouse,Accessories,North,7,"$6,972",$969.43,13.90%
2024-02-01,Monitor,Accessories,East,6,"$5,292",$659.58,12.46%
2024-02-01,Mouse,Accessories,East,4,"$3,404",$392.22,11.52%
2024-02-01,Headphones,Accessories,East,5,"$1,810",$171.47,9.47%
2024-02-01,Mouse,Accessories,West,4,"$1,344",$140.52,10.46%
2024-01-31,Smartphone,Electronics,West,8,"$6,224","$1,561.42",25.09%
2024-01-31,Printer,Office,West,8,"$6,160",$947.96,15.39%
2024-01-31,Mouse,Accessories,West,6,"$3,306",$216.91,6.56%
2024-01-30,Headphones,Accessories,East,2,"$2,014",$215.06,10.68%
2024-01-30,Printer,Office,West,3,$531,$126.24,23.77%
2024-01-29,Smartphone,Electronics,West,9,"$8,343",$821.00,9.84%
2024-01-29,Monitor,Accessories,West,5,"$5,165",$283.60,5.49%
2024-01-29,Keyboard,Accessories,West,2,$370,$102.74,27.77%
2024-01-28,Keyboard,Accessories,East,3,"$2,658",$794.36,29.89%
2024-01-28,Monitor,Accessories,South,8,"$2,152",$196.53,9.13%
2024-01-28,Printer,Office,East,2,"$1,994",$453.74,22.76%
2024-01-27,Keyboard,Accessories,North,4,"$4,196","$1,152.45",27.47%
2024-01-27,Tablet,Electronics,South,8,"$4,032",$251.05,6.23%
2024-01-27,Printer,Office,South,3,"$3,219",$255.09,7.92%
2024-01-27,Laptop,Electronics,East,9,"$2,763",$676.25,24.48%
2024-01-27,Headphones,Accessories,South,2,$396,$46.33,11.70%
2024-01-26,Headphones,Accessories,East,8,"$7,752","$1,943.84",25.08%
2024-01-26,Monitor,Accessories,North,7,"$2,765",$699.86,25.31%
2024-01-26,Headphones,Accessories,South,3,"$1,026",$142.71,13.91%
2024-01-26,Mouse,Accessories,South,2,$290,$50.23,17.32%
2024-01-25,Tablet,Electronics,East,9,"$10,188","$2,165.78",21.26%
2024-01-24,Laptop,Electronics,South,3,"$3,576",$546.44,15.28%
2024-01-24,Smartphone,Electronics,East,3,"$2,421",$334.61,13.82%
2024-01-24,Smartwatch,Electronics,East,3,"$1,317",$71.02,5.39%
2024-01-24,Keyboard,Accessories,South,1,"$1,112",$272.81,24.53%
2024-01-24,Camera,Electronics,West,2,$834,$150.12,18.00%
2024-01-23,Camera,Electronics,North,9,"$10,188","$1,408.18",13.82%
2024-01-23,Keyboard,Accessories,East,8,"$8,776","$1,561.07",17.79%
2024-01-23,Camera,Electronics,North,2,"$2,066",$608.23,29.44%
2024-01-23,Smartwatch,Electronics,South,2,"$1,748",$183.75,10.51%
2024-01-22,Laptop,Electronics,East,4,"$1,356",$374.79,27.64%
2024-01-22,Mouse,Accessories,West,4,$988,$147.91,14.97%
2024-01-22,Mouse,Accessories,South,5,$510,$82.47,16.17%
2024-01-22,Keyboard,Accessories,West,1,$386,$114.90,29.77%
2024-01-21,Headphones,Accessories,North,9,"$7,974","$1,181.04",14.81%
2024-01-21,Keyboard,Accessories,East,8,"$6,592","$1,024.82",15.55%
2024-01-21,Tablet,Electronics,West,6,"$2,730",$636.48,23.31%
2024-01-20,Laptop,Electronics,South,3,"$1,557",$181.08,11.63%
2024-01-20,Printer,Office,West,9,"$1,539",$203.54,13.23%
2024-01-20,Headphones,Accessories,North,9,"$1,440",$94.41,6.56%
2024-01-19,Tablet,Electronics,West,3,"$3,549",$996.05,28.07%
2024-01-19,Laptop,Electronics,West,3,$573,$116.14,20.27%
2024-01-18,Monitor,Accessories,West,5,"$5,415","$1,261.65",23.30%
2024-01-18,Printer,Office,South,4,"$2,464",$602.30,24.44%
2024-01-18,Smartphone,Electronics,North,3,$885,$150.79,17.04%
2024-01-18,Headphones,Accessories,East,1,$619,$127.58,20.61%
2024-01-17,Monitor,Accessories,West,5,"$5,625","$1,006.95",17.90%
2024-01-17,Monitor,Accessories,East,9,"$4,302",$344.64,8.01%
2024-01-17,Laptop,Electronics,West,4,"$4,140","$1,229.85",29.71%
2024-01-17,Printer,Office,South,9,"$4,086",$217.48,5.32%
2024-01-17,Keyboard,Accessories,West,5,"$2,675",$671.60,25.11%
2024-01-17,Mouse,Accessories,South,5,"$1,200",$201.80,16.82%
